				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	96.4789	93.0030	98.2456	
PARTITION (0,1)	95.4386	92.3442	98.2394	
PARTITION (1,0)	94.3662	93.1878	96.8421	
PARTITION (1,1)	96.1404	92.3516	97.1831	
PARTITION (2,0)	94.3662	92.7808	97.5439	
PARTITION (2,1)	94.7368	92.0982	96.4789	
PARTITION (3,0)	94.3662	93.1024	98.2456	
PARTITION (3,1)	95.4386	92.1184	98.2394	
PARTITION (4,0)	97.5352	93.0068	98.5965	
PARTITION (4,1)	97.1930	92.4742	98.5916	
MEAN			95.6060	92.6467	97.8206	
STDEV			1.1276	0.3953	0.7181	
